,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
671,5805,Avalanche,AVAX,avalanche,761,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,395335997.3731093,444682367.3731093,False,,12,,,,2024-08-14T04:34:00.000Z,21.35258536005027,177438167.5062767,-27.6303,-0.29765523,2.19060793,-0.63254272,-20.45341623,-29.46251144,-38.67187879,8441445629.809925,0.3941,15283085618.79,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
672,5994,Shiba Inu,SHIB,shiba-inu,855,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270363148840.4,589519075248301.8,False,,13,,,,2024-08-14T04:34:00.000Z,1.3843830790587098e-05,159025249.72725737,-34.377,-0.12391343,0.85663467,0.42455072,-23.14167844,-32.68910935,-44.89576902,8157759197.340358,0.3808,8161202325.56,,2024-08-14T04:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-13 23:47:11.569341
673,1831,Bitcoin Cash,BCH,bitcoin-cash,909,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19746637.5,19746637.5,False,,14,,,,2024-08-14T04:34:00.000Z,348.36820561069186,213526007.8506496,-37.1668,-0.38600632,0.21374505,7.13465927,-10.06272741,-18.19930912,-23.85818543,6879100672.719798,0.3211,7315732317.82,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
674,6636,Polkadot,DOT,polkadot-new,798,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1480807964.0474195,1480807964.0474195,True,,15,1480807964.8520236,6706943976.570037,,2024-08-14T04:34:00.000Z,4.52924628700269,102180795.72868049,-15.4588,-0.07187924,0.04342975,-1.29553202,-30.54601608,-26.41495938,-35.08740846,6706943972.925787,0.313,6706943972.93,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
675,1,Bitcoin,BTC,bitcoin,11631,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19739640.0,19739640.0,False,,1,,,,2024-08-14T04:36:00.000Z,61114.93280270039,29180440083.109108,-21.1317,-0.00427193,3.23359735,6.81318875,-2.22313253,-7.65622341,-7.25616135,1206386772149.4966,56.3071,1283413588856.71,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
676,1027,Ethereum,ETH,ethereum,9206,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120274778.264,120274778.264,True,,2,,,,2024-08-14T04:35:00.000Z,2714.2769094518144,14927035561.803766,-32.1571,-0.21707629,2.00667211,7.48039676,-18.61730217,-22.41460776,-9.83745347,326459053431.4122,15.2372,326459053431.41,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
677,825,Tether USDt,USDT,tether,94066,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,115638558844.54697,117068077122.29233,True,,3,,,,2024-08-14T04:35:00.000Z,1.000768000526654,49228787516.76453,-22.584,0.02815442,0.04152296,0.01440129,0.01865266,0.12838187,0.05386028,115727369318.64108,5.4051,117157985467.18,,2024-08-14T04:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-13 23:47:11.569341
678,1839,BNB,BNB,bnb,2207,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145936397.5436491,145936397.5436491,False,,4,,,,2024-08-14T04:35:00.000Z,526.8936982278345,1718200993.8415883,-4.1935,0.12959493,1.71437599,5.99794894,-4.92574438,-12.865608,-9.7128349,76892968207.82074,3.5913,76892968207.82,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
679,5426,Solana,SOL,solana,715,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466841549.5831935,582263612.8125762,True,,5,,,,2024-08-14T04:35:00.000Z,145.04046476772302,2145615456.3233614,-36.1767,-0.35873077,0.25623872,-5.88652907,-4.1607419,0.56263838,-10.92053212,67710915324.4304,3.1625,84451785019.67,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
680,3408,USDC,USDC,usd-coin,21485,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34508441413.37837,34508441413.37837,False,,6,,,,2024-08-14T04:35:00.000Z,1.0003813883704082,5439038978.720154,-29.6531,0.02264148,0.03399045,0.02801274,0.02900672,0.02946733,0.0513102,34521602531.61435,1.6111,34521602531.61,,2024-08-14T04:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-13 23:47:11.569341
681,52,XRP,XRP,xrp,1364,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-14T04:36:00.000Z,0.5794768841295235,1274998876.287304,-9.7372,0.07238069,2.35421743,11.75815359,9.60663665,21.53618704,11.87172752,32516233392.417347,1.518,57947688412.95,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
682,11419,Toncoin,TON,toncoin,502,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2518572762.4039674,5110453534.79118,True,,8,3414166606.0,22609977518.191948,,2024-08-14T04:35:00.000Z,6.622400171818665,334095048.13647115,-30.6765,1.64990139,6.0250909,14.19549829,-11.81213509,-17.47835237,-3.94619676,16678996694.481844,0.779,33843468366.87,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
683,74,Dogecoin,DOGE,dogecoin,1034,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145525506383.7052,145525506383.7052,True,,9,,,,2024-08-14T04:36:00.000Z,0.10608983557820897,491808981.63068527,-40.8919,-0.1395943,1.30369983,6.60633608,-9.72926885,-21.63605316,-32.40360008,15438777044.682884,0.7206,15438777044.68,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
684,2010,Cardano,ADA,cardano,1221,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35934539971.56,37130259832.211,False,,10,,,,2024-08-14T04:35:00.000Z,0.3413151853652437,199996736.68702206,-27.9474,0.48080239,1.43725933,0.94626473,-21.43656191,-17.01242303,-25.88670538,12265004171.407759,0.5724,15359183341.44,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
685,1958,TRON,TRX,tron,1006,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86975923026.99881,86975926157.14122,True,,11,71659659264.0,9274982724.524197,,2024-08-14T04:35:00.000Z,0.12943101906687007,256109511.92246917,-10.5938,-0.01352333,2.76673728,4.05706639,-6.40605514,11.18856925,3.79428529,11257382351.666107,0.5254,11257382756.8,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
686,5805,Avalanche,AVAX,avalanche,761,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,395335997.3731093,444682367.3731093,False,,12,,,,2024-08-14T04:35:00.000Z,21.35046101660934,177358621.92821088,-27.6768,-0.30440896,2.17683387,-0.63702522,-20.45994996,-29.46964791,-38.67809818,8440605800.376943,0.394,15281565122.7,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
687,5994,Shiba Inu,SHIB,shiba-inu,855,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270363148840.4,589519075248301.8,False,,13,,,,2024-08-14T04:35:00.000Z,1.3841556210017978e-05,158928201.68499708,-34.4645,-0.13971209,0.84844437,0.40523018,-23.14192438,-32.66314494,-44.90125129,8156418854.42238,0.3807,8159861416.93,,2024-08-14T04:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-13 23:47:11.569341
688,1831,Bitcoin Cash,BCH,bitcoin-cash,909,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19746637.5,19746637.5,False,,14,,,,2024-08-14T04:35:00.000Z,348.31069652585126,213929124.81241292,-37.0874,-0.40206755,0.20128952,7.1118298,-10.0760483,-18.19299432,-23.87186096,6877965061.668494,0.3211,7314524627.04,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
689,6636,Polkadot,DOT,polkadot-new,798,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1480807964.0474195,1480807964.0474195,True,,15,1480807964.8520236,6705798202.240344,,2024-08-14T04:36:00.000Z,4.528472537565295,102164377.63678254,-15.4418,-0.09752207,0.03422654,-1.23794911,-30.53816272,-26.42821638,-35.09180507,6705798198.596717,0.313,6705798198.6,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
690,1,Bitcoin,BTC,bitcoin,11631,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19739640.0,19739640.0,False,,1,,,,2024-08-14T04:37:00.000Z,61112.589820689696,29185802554.210487,-21.1206,0.02809732,3.24697541,6.89485404,-2.23241944,-7.66290393,-7.26450725,1206340522528.079,56.305,1283364386234.48,,2024-08-14T04:37:00.000Z,,,,,,2024-08-13 23:47:11.569341
691,1027,Ethereum,ETH,ethereum,9206,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120274778.264,120274778.264,True,,2,,,,2024-08-14T04:36:00.000Z,2715.0415622120427,14929371145.74714,-32.1472,-0.14468209,2.06143258,7.62237045,-18.54837516,-22.3923882,-9.80419521,326551021872.5976,15.2415,326551021872.6,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
692,825,Tether USDt,USDT,tether,94066,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,115638558844.54697,117068077122.29233,True,,3,,,,2024-08-14T04:36:00.000Z,1.000391494872433,49238387756.81681,-22.5658,-0.01502171,0.00853495,-0.05686555,-0.01305287,0.08467246,0.00751196,115683830747.39015,5.4008,117113908674.21,,2024-08-14T04:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-13 23:47:11.569341
693,1839,BNB,BNB,bnb,2207,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145936397.5436491,145936397.5436491,False,,4,,,,2024-08-14T04:36:00.000Z,526.8181929314396,1718763281.5034397,-4.1932,0.11230037,1.70339561,6.00571624,-4.89765903,-12.88415801,-9.71880015,76881949236.8694,3.5893,76881949236.87,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
694,5426,Solana,SOL,solana,715,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466841549.5831935,582263612.8125762,True,,5,,,,2024-08-14T04:36:00.000Z,144.97511497510337,2146246815.153336,-36.1539,-0.40349207,0.22410315,-5.91314041,-4.19775635,0.52918453,-10.95287167,67680407325.9789,3.1597,84413734213.32,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
695,3408,USDC,USDC,usd-coin,21485,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34508441413.37837,34508441413.37837,False,,6,,,,2024-08-14T04:36:00.000Z,1.0000077689920444,5439685890.931414,-29.6485,-0.00795157,-0.0085209,-0.03746907,0.00148607,-0.00920825,0.00562795,34508709509.18517,1.6105,34508709509.19,,2024-08-14T04:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-13 23:47:11.569341
696,52,XRP,XRP,xrp,1364,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-14T04:37:00.000Z,0.5796745526919782,1275129191.1990442,-9.7309,0.08458626,2.47283684,11.85765303,9.42989683,21.56828721,11.89593559,32527325184.492496,1.5186,57967455269.2,,2024-08-14T04:37:00.000Z,,,,,,2024-08-13 23:47:11.569341
697,11419,Toncoin,TON,toncoin,502,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2518572762.4039674,5110453534.79118,True,,8,3414166606.0,22614989736.829758,,2024-08-14T04:36:00.000Z,6.623868236859487,334196241.6454803,-30.6506,1.63430629,6.06249367,14.21717222,-11.82303024,-17.45637445,-3.97781945,16682694123.107094,0.7788,33850970845.05,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
698,74,Dogecoin,DOGE,dogecoin,1034,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145525506383.7052,145525506383.7052,True,,9,,,,2024-08-14T04:37:00.000Z,0.10608539836928564,491839764.5634207,-40.8961,-0.12552631,1.40465259,6.71489113,-9.65169021,-21.64735188,-32.42272332,15438131317.607388,0.7206,15438131317.61,,2024-08-14T04:37:00.000Z,,,,,,2024-08-13 23:47:11.569341
699,2010,Cardano,ADA,cardano,1221,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35934539971.56,37130259832.211,False,,10,,,,2024-08-14T04:36:00.000Z,0.341287075944789,200027487.9662487,-27.9318,0.47306559,1.42472908,0.95892078,-21.43552743,-17.02289711,-25.86360683,12263994072.314854,0.5724,15357918417.52,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
700,1958,TRON,TRX,tron,1006,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86975923026.99881,86975926157.14122,True,,11,71659659264.0,9274119065.39253,,2024-08-14T04:36:00.000Z,0.12941896683077886,256135548.5911668,-10.5807,-0.02550368,2.76125193,4.07347882,-6.41470925,11.17481534,3.79109072,11256334097.307533,0.5254,11256334502.41,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
701,5805,Avalanche,AVAX,avalanche,761,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,395335997.3731093,444682367.3731093,False,,12,,,,2024-08-14T04:36:00.000Z,21.348783492364536,177386263.91419423,-27.6646,-0.31682201,2.1748667,-0.60129642,-20.45968518,-29.47827698,-38.67148704,8439942614.656505,0.394,15280364436.87,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
702,5994,Shiba Inu,SHIB,shiba-inu,855,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270363148840.4,589519075248301.8,False,,13,,,,2024-08-14T04:36:00.000Z,1.3841628464190448e-05,158929089.50707695,-34.4623,-0.13527881,0.85850738,0.41834239,-23.12006352,-32.66710787,-44.8946611,8156461431.664831,0.3807,8159904012.14,,2024-08-14T04:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-13 23:47:11.569341
703,1831,Bitcoin Cash,BCH,bitcoin-cash,909,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19746637.5,19746637.5,False,,14,,,,2024-08-14T04:36:00.000Z,348.29618436955184,214485801.2745536,-36.9247,-0.40185072,0.19919592,7.1145772,-10.07186177,-18.19705669,-23.86622528,6877678495.378706,0.3211,7314219871.76,,2024-08-14T04:36:00.000Z,,,,,,2024-08-13 23:47:11.569341
